dataset,model,method,AUROC mean,AUROC std,ATT AUROC mean,ATT AUROC std
logic8,gat,GradCAM-last,0.9640279928894634,0.02409551547643166,0.5702924919113691,0.06363512691395753
logic8,gat,GradCAM-all,0.9640279928894634,0.02409551547643166,0.5569985477637069,0.06380545785330873
logic8,gat,SmoothGrad(GradInput),0.9640279928894634,0.02409551547643166,0.43004123044685627,0.07675539058993179
logic8,gat,IG,0.9640279928894634,0.02409551547643166,0.7223554676566752,0.07806074642244831
logic8,gat,Random,0.9640279928894634,0.02409551547643166,0.49792134206342925,0.00763000121668868
logic8,gat,AttWeights,0.9640279928894634,0.02409551547643166,0.5253823039380137,0.017470977124421246
logic10,gcn,CAM,0.9515715653463611,0.02791980595037607,0.7375243480790896,0.04610577385493774
logic10,gcn,GradInput,0.9515715653463611,0.02791980595037607,0.5016934503897109,0.05734590509558747
logic10,gcn,GradCAM-last,0.9515715653463611,0.02791980595037607,0.5299134267093989,0.08802342158114888
logic10,gcn,GradCAM-all,0.9515715653463611,0.02791980595037607,0.5323495978431426,0.08483486546079465
logic10,gcn,SmoothGrad(GradInput),0.9515715653463611,0.02791980595037607,0.500657939320798,0.08103109539625174
logic10,gcn,IG,0.9515715653463611,0.02791980595037607,0.6860257700513437,0.08778161867551336
logic10,gcn,Random,0.4947566261043507,0.05092388149577479,0.49940165151069166,0.007331699734522638
logic10,gcn,AttWeights,,,,
logic10,graphnet,CAM,0.9751532357273502,0.04012811939869772,0.6204886788313014,0.11528402790221798
logic10,graphnet,GradInput,0.9751532357273502,0.04012811939869772,0.5567204596901031,0.08422336565777637
logic10,graphnet,GradCAM-last,0.9751532357273502,0.04012811939869772,0.5207219035902594,0.11618866367024445
logic10,graphnet,GradCAM-all,0.9751532357273502,0.04012811939869772,0.650816554464211,0.12809620311219197
logic10,graphnet,SmoothGrad(GradInput),0.9751532357273502,0.04012811939869772,0.5727295474913505,0.09240662631747287
logic10,graphnet,IG,0.9751532357273502,0.04012811939869772,0.682191784140616,0.11227059824466043
logic10,graphnet,Random,0.4645759709951659,0.06661974536262535,0.49940165151069166,0.007331699734522638
logic10,graphnet,AttWeights,,,,
logic10,mpnn,CAM,0.9490471364922902,0.029466615977230333,0.7557595840689325,0.03733728530953432
logic10,mpnn,GradInput,0.9490471364922902,0.029466615977230333,0.5632797733618748,0.07581303914327824
logic10,mpnn,GradCAM-last,0.9490471364922902,0.029466615977230333,0.659465735938971,0.13438332399361003
logic10,mpnn,GradCAM-all,0.9490471364922902,0.029466615977230333,0.5795342487344943,0.1012968793344055
logic10,mpnn,SmoothGrad(GradInput),0.9490471364922902,0.029466615977230333,0.5816679852738827,0.08804919358921245
logic10,mpnn,IG,0.9490471364922902,0.029466615977230333,0.6365750673459243,0.10548626926888467
logic10,mpnn,Random,0.501174154025671,0.07579032487665024,0.49940165151069166,0.007331699734522638
logic10,mpnn,AttWeights,,,,
logic10,gat,CAM,0.9527360983775077,0.012413200535439432,0.6729809679594196,0.041566958856402894
logic10,gat,GradInput,0.9527360983775077,0.012413200535439432,0.44799409944885005,0.0695103015243036
logic10,gat,GradCAM-last,0.9527360983775077,0.012413200535439432,0.49265563852567945,0.06813690982163002
logic10,gat,GradCAM-all,0.9527360983775077,0.012413200535439432,0.4712329678988885,0.06672826299685823
logic10,gat,SmoothGrad(GradInput),0.9527360983775077,0.012413200535439432,0.4109222844160989,0.09117431549028561
logic10,gat,IG,0.9527360983775077,0.012413200535439432,0.5644491795011859,0.10380355995649537
logic10,gat,Random,0.9527360983775077,0.012413200535439432,0.49901842831028415,0.0108155420691316
logic10,gat,AttWeights,0.9527360983775077,0.012413200535439432,0.5066768790447537,0.02086809502658405
benzene,gcn,CAM,0.9994976549728607,0.001022119262016124,0.9727006446727563,0.019145033428501136
benzene,gcn,GradInput,0.9994976549728607,0.001022119262016124,0.7225642166409733,0.07028624318925508
benzene,gcn,GradCAM-last,0.9994976549728607,0.001022119262016124,0.7706030611249195,0.07622273068257114
benzene,gcn,GradCAM-all,0.9994976549728607,0.001022119262016124,0.7753602224386658,0.07327813018357876
benzene,gcn,SmoothGrad(GradInput),0.9994976549728607,0.001022119262016124,0.7154883806775097,0.07155733600657642
benzene,gcn,IG,0.9994976549728607,0.001022119262016124,0.9532689063440822,0.06603709527964677
benzene,gcn,Random,0.5614338614338612,0.20344913094589445,0.6137522371288338,0.0029503821336449637
benzene,gcn,AttWeights,,,,
benzene,graphnet,CAM,0.9994406991311008,0.0057300776443450436,0.7965637840595118,0.13623609498700512
benzene,graphnet,GradInput,0.9994406991311008,0.0057300776443450436,0.5553978584575078,0.07977573859501215
benzene,graphnet,GradCAM-last,0.9994406991311008,0.0057300776443450436,0.6919885807650353,0.14966799243346632
benzene,graphnet,GradCAM-all,0.9994406991311008,0.0057300776443450436,0.8402130639384549,0.07724366948918618
benzene,graphnet,SmoothGrad(GradInput),0.9994406991311008,0.0057300776443450436,0.5635806656788065,0.08743076401112346
benzene,graphnet,IG,0.9994406991311008,0.0057300776443450436,0.8944978743266031,0.14468160216211226
benzene,graphnet,Random,0.4863645263645263,0.20337263348459378,0.6137522371288338,0.0029503821336449637
benzene,graphnet,AttWeights,,,,
benzene,mpnn,CAM,0.9995115279794353,0.004570295211892388,0.9755722281706508,0.023252352583473742
benzene,mpnn,GradInput,0.9995115279794353,0.004570295211892388,0.5666869803034631,0.07523147355587767
benzene,mpnn,GradCAM-last,0.9995115279794353,0.004570295211892388,0.7694650389709315,0.08015878406602282
benzene,mpnn,GradCAM-all,0.9995115279794353,0.004570295211892388,0.7362349715057204,0.08687309383854246
benzene,mpnn,SmoothGrad(GradInput),0.9995115279794353,0.004570295211892388,0.5703179255071841,0.09078464537543855
benzene,mpnn,IG,0.9995115279794353,0.004570295211892388,0.8803086304712668,0.1356293402119628
benzene,mpnn,Random,0.48734846734846743,0.21314945231498006,0.6137522371288338,0.0029503821336449637
benzene,mpnn,AttWeights,,,,
benzene,gat,CAM,0.9997252955586279,0.0007546670705399572,0.9800087448368995,0.014327060844590817
benzene,gat,GradInput,0.9997252955586279,0.0007546670705399572,0.5384658979727918,0.10543044188253708
benzene,gat,GradCAM-last,0.9997252955586279,0.0007546670705399572,0.6150547809590393,0.08833014718361823
benzene,gat,GradCAM-all,0.9997252955586279,0.0007546670705399572,0.5896054036034267,0.08717697634784485
benzene,gat,SmoothGrad(GradInput),0.9997252955586279,0.0007546670705399572,0.5773263973140371,0.1194712229443377
benzene,gat,IG,0.9997252955586279,0.0007546670705399572,0.9214293525623266,0.06476735240995456
benzene,gat,Random,0.9997252955586279,0.0007546670705399572,0.6123381094862205,0.0030904526539856344
benzene,gat,AttWeights,0.9997252955586279,0.0007546670705399572,0.5081562261611166,0.025443782052533028
